t,total_topples_at_t,unique_topples_at_t,edge_loss,average_height,cum_topples
1,0,0,0,0.0025,0
2,0,0,0,0.005,0
3,0,0,0,0.0075,0
4,1,1,0,0.01,1
5,1,0,0,0.0125,1
6,1,0,0,0.015,1
7,1,0,0,0.0175,1
8,2,1,0,0.02,2
9,2,0,0,0.0225,2
10,2,0,0,0.025,2
11,2,0,0,0.0275,2
12,3,1,0,0.03,3
13,3,0,0,0.0325,3
14,3,0,0,0.035,3
15,3,0,0,0.0375,3
16,9,5,0,0.04,9
17,9,0,0,0.0425,9
18,9,0,0,0.045,9
19,9,0,0,0.0475,9
20,10,1,0,0.05,10
21,10,0,0,0.0525,10
22,10,0,0,0.055,10
23,10,0,0,0.0575,10
24,11,1,0,0.06,11
25,11,0,0,0.0625,11
26,11,0,0,0.065,11
27,11,0,0,0.0675,11
28,21,9,0,0.07,21
29,21,0,0,0.0725,21
30,21,0,0,0.075,21
31,21,0,0,0.0775,21
32,27,5,0,0.08,27
33,27,0,0,0.0825,27
34,27,0,0,0.085,27
35,27,0,0,0.0875,27
36,28,1,0,0.09,28
37,28,0,0,0.0925,28
38,28,0,0,0.095,28
39,28,0,0,0.0975,28
40,29,1,0,0.1,29
41,29,0,0,0.1025,29
42,29,0,0,0.105,29
43,29,0,0,0.1075,29
44,48,13,0,0.11,48
45,48,0,0,0.1125,48
46,48,0,0,0.115,48
47,48,0,0,0.1175,48
48,49,1,0,0.12,49
49,49,0,0,0.1225,49
50,49,0,0,0.125,49
51,49,0,0,0.1275,49
52,50,1,0,0.13,50
53,50,0,0,0.1325,50
54,50,0,0,0.135,50
55,50,0,0,0.1375,50
56,81,21,0,0.14,81
57,81,0,0,0.1425,81
58,81,0,0,0.145,81
59,81,0,0,0.1475,81
60,87,5,0,0.15,87
61,87,0,0,0.1525,87
62,87,0,0,0.155,87
63,87,0,0,0.1575,87
64,88,1,0,0.16,88
65,88,0,0,0.1625,88
66,88,0,0,0.165,88
67,88,0,0,0.1675,88
68,89,1,0,0.17,89
69,89,0,0,0.1725,89
70,89,0,0,0.175,89
71,89,0,0,0.1775,89
72,99,9,0,0.18,99
73,99,0,0,0.1825,99
74,99,0,0,0.185,99
75,99,0,0,0.1875,99
76,130,25,0,0.19,130
77,130,0,0,0.1925,130
78,130,0,0,0.195,130
79,130,0,0,0.1975,130
80,131,1,0,0.2,131
81,131,0,0,0.2025,131
82,131,0,0,0.205,131
83,131,0,0,0.2075,131
84,132,1,0,0.21,132
85,132,0,0,0.2125,132
86,132,0,0,0.215,132
87,132,0,0,0.2175,132
88,184,33,0,0.22,184
89,184,0,0,0.2225,184
90,184,0,0,0.225,184
91,184,0,0,0.2275,184
92,185,1,0,0.23,185
93,185,0,0,0.2325,185
94,185,0,0,0.235,185
95,185,0,0,0.2375,185
96,186,1,0,0.24,186
97,186,0,0,0.2425,186
98,186,0,0,0.245,186
99,186,0,0,0.2475,186
100,225,29,0,0.25,225
101,225,0,0,0.2525,225
102,225,0,0,0.255,225
103,225,0,0,0.2575,225
104,231,5,0,0.26,231
105,231,0,0,0.2625,231
106,231,0,0,0.265,231
107,231,0,0,0.2675,231
108,232,1,0,0.27,232
109,232,0,0,0.2725,232
110,232,0,0,0.275,232
111,232,0,0,0.2775,232
112,233,1,0,0.28,233
113,233,0,0,0.2825,233
114,233,0,0,0.285,233
115,233,0,0,0.2875,233
116,264,21,0,0.29,264
117,264,0,0,0.2925,264
118,264,0,0,0.295,264
119,264,0,0,0.2975,264
120,274,9,0,0.3,274
121,274,0,0,0.3025,274
122,274,0,0,0.305,274
123,274,0,0,0.3075,274
124,275,1,0,0.31,275
125,275,0,0,0.3125,275
126,275,0,0,0.315,275
127,275,0,0,0.3175,275
128,342,45,0,0.32,342
129,342,0,0,0.3225,342
130,342,0,0,0.325,342
131,342,0,0,0.3275,342
132,361,13,0,0.33,361
133,361,0,0,0.3325,361
134,361,0,0,0.335,361
135,361,0,0,0.3375,361
136,362,1,0,0.34,362
137,362,0,0,0.3425,362
138,362,0,0,0.345,362
139,362,0,0,0.3475,362
140,363,1,0,0.35,363
141,363,0,0,0.3525,363
142,363,0,0,0.355,363
143,363,0,0,0.3575,363
144,418,45,0,0.36,418
145,418,0,0,0.3625,418
146,418,0,0,0.365,418
147,418,0,0,0.3675,418
148,424,5,0,0.37,424
149,424,0,0,0.3725,424
150,424,0,0,0.375,424
151,424,0,0,0.3775,424
152,425,1,0,0.38,425
153,425,0,0,0.3825,425
154,425,0,0,0.385,425
155,425,0,0,0.3875,425
156,426,1,0,0.39,426
157,426,0,0,0.3925,426
158,426,0,0,0.395,426
159,426,0,0,0.3975,426
160,510,49,0,0.4,510
161,510,0,0,0.4025,510
162,510,0,0,0.405,510
163,510,0,0,0.4075,510
164,537,21,0,0.41,537
165,537,0,0,0.4125,537
166,537,0,0,0.415,537
167,537,0,0,0.4175,537
168,538,1,0,0.42,538
169,538,0,0,0.4225,538
170,538,0,0,0.425,538
171,538,0,0,0.4275,538
172,539,1,0,0.43,539
173,539,0,0,0.4325,539
174,539,0,0,0.435,539
175,539,0,0,0.4375,539
176,672,69,0,0.44,672
177,672,0,0,0.4425,672
178,672,0,0,0.445,672
179,672,0,0,0.4475,672
180,673,1,0,0.45,673
181,673,0,0,0.4525,673
182,673,0,0,0.455,673
183,673,0,0,0.4575,673
184,674,1,0,0.46,674
185,674,0,0,0.4625,674
186,674,0,0,0.465,674
187,674,0,0,0.4675,674
188,750,41,0,0.47,750
189,750,0,0,0.4725,750
190,750,0,0,0.475,750
191,750,0,0,0.4775,750
192,756,5,0,0.48,756
193,756,0,0,0.4825,756
194,756,0,0,0.485,756
195,756,0,0,0.4875,756
196,757,1,0,0.49,757
197,757,0,0,0.4925,757
198,757,0,0,0.495,757
199,757,0,0,0.4975,757
200,758,1,0,0.5,758
201,758,0,0,0.5025,758
202,758,0,0,0.505,758
203,758,0,0,0.5075,758
204,837,69,0,0.51,837
205,837,0,0,0.5125,837
206,837,0,0,0.515,837
207,837,0,0,0.5175,837
208,949,69,0,0.52,949
209,949,0,0,0.5225,949
210,949,0,0,0.525,949
211,949,0,0,0.5275,949
212,950,1,0,0.53,950
213,950,0,0,0.5325,950
214,950,0,0,0.535,950
215,950,0,0,0.5375,950
216,993,33,0,0.54,993
217,993,0,0,0.5425,993
218,993,0,0,0.545,993
219,993,0,0,0.5475,993
220,999,5,0,0.55,999
221,999,0,0,0.5525,999
222,999,0,0,0.555,999
223,999,0,0,0.5575,999
224,1000,1,0,0.56,1000
225,1000,0,0,0.5625,1000
226,1000,0,0,0.565,1000
227,1000,0,0,0.5675,1000
228,1001,1,0,0.57,1001
229,1001,0,0,0.5725,1001
230,1001,0,0,0.575,1001
231,1001,0,0,0.5775,1001
232,1064,53,0,0.58,1064
233,1064,0,0,0.5825,1064
234,1064,0,0,0.585,1064
235,1064,0,0,0.5875,1064
236,1070,5,0,0.59,1070
237,1070,0,0,0.5925,1070
238,1070,0,0,0.595,1070
239,1070,0,0,0.5975,1070
240,1071,1,0,0.6,1071
241,1071,0,0,0.6025,1071
242,1071,0,0,0.605,1071
243,1071,0,0,0.6075,1071
244,1072,1,0,0.61,1072
245,1072,0,0,0.6125,1072
246,1072,0,0,0.615,1072
247,1072,0,0,0.6175,1072
248,1209,69,0,0.62,1209
249,1209,0,0,0.6225,1209
250,1209,0,0,0.625,1209
251,1209,0,0,0.6275,1209
252,1219,9,0,0.63,1219
253,1219,0,0,0.6325,1219
254,1219,0,0,0.635,1219
255,1219,0,0,0.6375,1219
256,1220,1,0,0.64,1220
257,1220,0,0,0.6425,1220
258,1220,0,0,0.645,1220
259,1220,0,0,0.6475,1220
260,1242,21,0,0.65,1242
261,1242,0,0,0.6525,1242
262,1242,0,0,0.655,1242
263,1242,0,0,0.6575,1242
264,1391,81,0,0.66,1391
265,1391,0,0,0.6625,1391
266,1391,0,0,0.665,1391
267,1391,0,0,0.6675,1391
268,1392,1,0,0.67,1392
269,1392,0,0,0.6725,1392
270,1392,0,0,0.675,1392
271,1392,0,0,0.6775,1392
272,1393,1,0,0.68,1393
273,1393,0,0,0.6825,1393
274,1393,0,0,0.685,1393
275,1393,0,0,0.6875,1393
276,1606,105,0,0.69,1606
277,1606,0,0,0.6925,1606
278,1606,0,0,0.695,1606
279,1606,0,0,0.6975,1606
280,1612,5,0,0.7,1612
281,1612,0,0,0.7025,1612
282,1612,0,0,0.705,1612
283,1612,0,0,0.7075,1612
284,1613,1,0,0.71,1613
285,1613,0,0,0.7125,1613
286,1613,0,0,0.715,1613
287,1613,0,0,0.7175,1613
288,1614,1,0,0.72,1614
289,1614,0,0,0.7225,1614
290,1614,0,0,0.725,1614
291,1614,0,0,0.7275,1614
292,1649,25,0,0.73,1649
293,1649,0,0,0.7325,1649
294,1649,0,0,0.735,1649
295,1649,0,0,0.7375,1649
296,1684,25,0,0.74,1684
297,1684,0,0,0.7425,1684
298,1684,0,0,0.745,1684
299,1684,0,0,0.7475,1684
300,1685,1,0,0.75,1685
301,1685,0,0,0.7525,1685
302,1685,0,0,0.755,1685
303,1685,0,0,0.7575,1685
304,1695,9,0,0.76,1695
305,1695,0,0,0.7625,1695
306,1695,0,0,0.765,1695
307,1695,0,0,0.7675,1695
308,1701,5,0,0.77,1701
309,1701,0,0,0.7725,1701
310,1701,0,0,0.775,1701
311,1701,0,0,0.7775,1701
312,1702,1,0,0.78,1702
313,1702,0,0,0.7825,1702
314,1702,0,0,0.785,1702
315,1702,0,0,0.7875,1702
316,1703,1,0,0.79,1703
317,1703,0,0,0.7925,1703
318,1703,0,0,0.795,1703
319,1703,0,0,0.7975,1703
320,2102,137,0,0.8,2102
321,2102,0,0,0.8025,2102
322,2102,0,0,0.805,2102
323,2102,0,0,0.8075,2102
324,2108,5,0,0.81,2108
325,2108,0,0,0.8125,2108
326,2108,0,0,0.815,2108
327,2108,0,0,0.8175,2108
328,2109,1,0,0.82,2109
329,2109,0,0,0.8225,2109
330,2109,0,0,0.825,2109
331,2109,0,0,0.8275,2109
332,2110,1,0,0.83,2110
333,2110,0,0,0.8325,2110
334,2110,0,0,0.835,2110
335,2110,0,0,0.8375,2110
336,2336,93,0,0.84,2336
337,2336,0,0,0.8425,2336
338,2336,0,0,0.845,2336
339,2336,0,0,0.8475,2336
340,2346,9,0,0.85,2346
341,2346,0,0,0.8525,2346
342,2346,0,0,0.855,2346
343,2346,0,0,0.8575,2346
344,2347,1,0,0.86,2347
345,2347,0,0,0.8625,2347
346,2347,0,0,0.865,2347
347,2347,0,0,0.8675,2347
348,2365,17,0,0.87,2365
349,2365,0,0,0.8725,2365
350,2365,0,0,0.875,2365
351,2365,0,0,0.8775,2365
352,2437,53,0,0.88,2437
353,2437,0,0,0.8825,2437
354,2437,0,0,0.885,2437
355,2437,0,0,0.8875,2437
356,2438,1,0,0.89,2438
357,2438,0,0,0.8925,2438
358,2438,0,0,0.895,2438
359,2438,0,0,0.8975,2438
360,2439,1,0,0.9,2439
361,2439,0,0,0.9025,2439
362,2439,0,0,0.905,2439
363,2439,0,0,0.9075,2439
364,2449,9,0,0.91,2449
365,2449,0,0,0.9125,2449
366,2449,0,0,0.915,2449
367,2449,0,0,0.9175,2449
368,2455,5,0,0.92,2455
369,2455,0,0,0.9225,2455
370,2455,0,0,0.925,2455
371,2455,0,0,0.9275,2455
372,2456,1,0,0.93,2456
373,2456,0,0,0.9325,2456
374,2456,0,0,0.935,2456
375,2456,0,0,0.9375,2456
376,2457,1,0,0.94,2457
377,2457,0,0,0.9425,2457
378,2457,0,0,0.945,2457
379,2457,0,0,0.9475,2457
380,2542,41,0,0.95,2542
381,2542,0,0,0.9525,2542
382,2542,0,0,0.955,2542
383,2542,0,0,0.9575,2542
384,2543,1,0,0.96,2543
385,2543,0,0,0.9625,2543
386,2543,0,0,0.965,2543
